tweet_text_cleaned,user_description_cleaned,source,original_tid,u_id,label,is_synthetic,model
{{MENTION}} have you been able to sort transport?,Motorsport and watch lovers combining their love of all things mechanical to bring you the finest watches and luxury goods. Check out our ebay store!,follower_23,t_499592150263533569,1018,0,0,original
"William Grimaldi (1751-1830), Portrait of  a gentleman in a blue coat and stock and a women in a gold dress with a lace jabot, holding a child,  portrait miniatures, a pair, watercolour on ivory, inscribed paper verso ""W Grimaldi AR engraver {{URL}}",The Quality Auction House operated by Killens and serving North & Central Somerset. Please contact 01749 840770 and {{EMAIL}} for info,seed_r1,t_1146376030141259781,23,1,0,original
{{MENTION}} {{MENTION}} Have an amazing time hun xx How's the new job going ? x,"I may be small in height but I make up 4 it in attitude !! I protect me & mine ! Love motorsport (Speedway, F1 etc), AFL, Ice Hockey & rock music !!",follower_103,t_931148158155010049,1058,0,0,original
"RT {{MENTION}}: “Whereas if one is lucky or has cleared away enough of the residual primal pain & trauma from one’s beginnings, one can st…","#FBR Pre/Perinatal Psychologist, Ecoactivist; Author of Planetmates; Psychology of Apocalypse, Funny God; Who To Be; Falls from Grace; 8 more at {{URL}}",follower_32,t_1542196894377467904,169,0,0,original
I bet you'll never #guess what this is. Find out here {{URL}} #arts #sculpture #antique #antiques #ivory #netsuke #mammoth {{URL}},I love Art especially Carved legal ivory,seed_0,t_836321610265149440,11,1,0,original
Bonfire themed window complete with banned blue rookies! {{URL}},lewes chocolate company a good place for chocolate!,follower_32,t_263219387585163264,226,0,0,original
Rocking rhythm and blues from The Contenders at {{MENTION}} tonight: {{URL}} #Lewes #free #gig,"Local event listings with a focus on creativity, culture & community in the East Sussex town of Lewes.",follower_60,t_784309036086923264,186,0,0,original
RT {{MENTION}}: Навесы для террас из дерева и поликарбоната. Ваша терраса будет выглядеть потрясающе! + 7 495 649 21 55 {{URL}},,follower_44,t_877092430713147392,311,0,0,original
Happy horses moving into their new home soon - we wish them and their owners years of happiness! Horse image via Pets4Homes with thanks!,Property Experts since 1910 based in #Cranbrook,follower_54,t_783650099180216324,455,0,0,original
I knew I would be top at something one day! 😀 {{URL}},Rachel Ashby - MD Ashby Interiors - selling restored antique lighting. Winner of {{MENTION}} #SBS,follower_118,t_648909465375363072,272,0,0,original
"Look at this excellent, exquisite work of Bonsai tree with duck twins on a picket plank fastidiously carved with mammoth ivory.

New Year Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #NewYearSale #HolidayShopping {{URL}}",I love Art especially Carved legal ivory,seed_r1,t_1078673018505887744,11,1,0,original
{{MENTION}}_lesevic brat najjači Ivona klasični,Loves Jesus☦💞🌷💗,follower_108,t_961974053539143680,889,0,0,original
RT {{MENTION}}: New Balance Men's 574 Retro Sport Shoes Grey with Silver {{URL}} {{URL}},Just a guy trying to get ahead.,following_24,t_1072525819778600960,187,0,0,original
Screw workkk today :( I hate waking up in the rain - this news article is so motivational!! {{URL}},,seed_r1,t_91968891718348800,1140,0,0,original
{{URL}} Please vote for Suttons & Robertsons Bham if you have had a good service experience in our store. Many Thanks,"Pawnbrokers of distinction since 1770, now open on Corporation Street, Birmingham. Offering great pre-owned retail on watches, jewellery, antiques and silverwar",follower_113,t_445276507007885312,628,0,0,original
Check out Lenox 3 Section Relish / Nut Dish Ivory with Gold Trim #Lenox {{URL}} via {{MENTION}},"Christian, Artist, Entrepreneur. E-commerce via Ebay, Bonanza, and Etsy and Shopify on Facebook. See my web page for more.",follower_40,t_1042961114672377857,58,0,0,original
Check out what I found. Vintage #MetropolitanPolice Whistle J.Hudson &amp; Co Birmingham [22956] {{URL}} via {{MENTION}}_UK #freedelivery UK #collectables #gifts #buyvintage #collectors #vintagegifts #antiques #recycled #treasure #trinkets,#collectables #antiques #coins #silver #vintage #banknotes #miltaria #capbadges #medals #medalribbon #banknotes #railway {{URL}},follower_23,t_1456695438850072579,258,0,0,original
"The 2019 Special Edition signed Charlie Birthday Bear is one of a kind, he’s extremely rare with striking soft white fur and gorgeous features he would be a precious piece to any collection! What would you name him if he was yours?🐻❤️ {{URL}}","Merchants of high quality Toys, Models and Collectibles",following_2,t_1331953380193955843,781,0,0,original
"“It is good to have an end to journey toward; but it is the journey that matters, in the end.” -Ursula K. Le Guin, The Left Hand of Darkness","Trilodeon makes metaphysical, magical arts! Find your mystic healing tools, meditation aids, crystal grids, aromatherapy, Earth friendly home decor and more.",follower_15,t_904375985222688768,813,0,0,original
"The Great Seals of the Queens Bench, 1838. One of our amazing new discoveries on show {{MENTION}} stand C30 {{URL}}","London's pre-eminent dealers of the finest antique silver, gold boxes and objects of vertu",follower_20,t_613386120005595136,30,0,0,original
19th Century Meissen Figurine of Cupid Sewing Broken Heart Buy this wonderful #MeissenPorcelainSculpture @ {{URL}} #Ivoryandart #art #sculpture #sculptures #homedecor #homedecoration #summersale #summersales {{URL}},I love Art especially Carved legal ivory,seed_0,t_1132998011385069568,11,1,0,original
{{MENTION}} Had this exact discussion yesterday with my wife while driving to Madison on 94.,,seed_r1,t_1488129967573590019,1141,0,0,original
"""The science all points to the fact that the people living in the next 10 years are the most important people to have ever lived"" – Silverback Films' Keith Scholey on documenting {{MENTION}} 🎥🌎{{URL}}","Premium lifestyle magazine for the city of Bristol. Every month we print and deliver 20,000 copies 🏡{{URL}}",follower_2,t_1335910200214228992,486,0,0,original
RT {{MENTION}}: On tour… and we like it! {{MENTION}} {{MENTION}} {{URL}},loves everything Tesla. ❤️,following_14,t_1458294049652215808,163,0,0,original
"RT {{MENTION}}: Más de #TiniElGranCambioDeVioletta con {{MENTION}} y {{MENTION}} amo, soy fan numero uno… {{URL}}",Youtuber Orgullosamente Venezolana Ig: pereiramafer44,follower_114,t_720363359003131904,188,0,0,original
RT {{MENTION}}: She was so fun to watch!,"The first + largest organization for #LGBTQ+ people, their parents and families, and allies. Be #PFLAGProud with us all year long, #ProtectTransKids and more 🧡",follower_52,t_1487271795728257025,668,0,0,original
Happy Birthday Mark! 🎂🎂🎂 #HappyMarkTuanDay #Got7 #Mark {{URL}},//ahgase//ikonic//atiny//army//moa//,follower_68,t_1036633798547566592,371,0,0,original
RT {{MENTION}}: Buying your first piece of art doesn't have to be daunting. {{URL}} {{URL}},"Prestigious London gallery in the heart of Mayfair, dealing in a diverse range of 19th century antiques and artworks.",follower_35,t_520153922246557696,227,0,0,original
"Special thank you to my 47 new followers from Ivory Coast, and more last week. {{URL}} {{URL}}",{{MENTION}} {{MENTION}},follower_45,t_1475687917897015304,124,0,0,original
Did you know you can get ashes made into jewellery as a way of keeping your loved one close to you.. This can help you remember all your special moments together. What are your thoughts of having ashes turned into jewellery?👼🏻💍✨ 📸: ScatteringAshes {{URL}},An online marketplace for lovers of beautiful fine jewellery & accessories where you can find that special piece💍⚜✨,follower_27,t_1020017983752671233,452,0,0,original
Ossis buss {{URL}},D.ZURIK ​K. H. REX V JOSEF The past is a place of reference...not a place of residence ...080670,follower_31,t_1409510004210683904,597,0,0,original
You can buy this enchanting and enthralling Masterpiece Carving of A Pig on a wooden plank by authentic Mammoth Ivory. New Year Sale Upto 20% Off Buy Now @ {{URL}} #MammothIvorySculpture #MammothIvory #IvoryAndArt #NewYearSale #HolidayShopping {{URL}},I love Art especially Carved legal ivory,seed_0,t_1083444881173999617,11,1,0,original
RT {{MENTION}}: Football fans in Israel wave banner saying 'Refugees not welcome' {{URL}} {{URL}},We are a video-first online art advisory & education platform designed to provide collectors with comprehensive tools needed to better curate their collections.,following_22,t_643442788416139264,686,0,0,original
"RT {{MENTION}}: Luxury Ivory Wool Long Cape, Coat {{URL}} #womenfashion #luxurycape #streetwear #alpacawoolcoat #longjack…",Personalized Pet Gifts and Art,follower_34,t_1324349385216544770,87,0,0,original
"Antiques collectors/dealers entering USA make sure your paper work is in order regarding antique items, in ivory, tortoiseshell, feathers,.",actress/writer/antiques dealer. Tall thin and getting older.,seed_r1,t_703931679283552256,33,0,0,original
New Kitchen!!!! I hope the house sells fast!!!,The Most Complete Reference Website For Royal Albert Fine English Bone China Patterns {{URL}},follower_23,t_843906002969907204,191,0,0,original
HERSTMONCEUX SUFFRAGETTE BELL ENGLISH ROSE & HAG c.1915 WWI Wealdon Sussex £225 {{URL}} #suffragettes {{URL}},"Rare & Secondhand books. Collectables. Coins, Medals, Badges. Tinplate & Diecast toys. Postcards, Photographs. Autographs. Posters, Maps & Prints. Salvage, etc.",following_28,t_377390697717833728,467,0,0,original
"Time to catch up with our own Jess of Gold Island Bakery, who invites you to visit her oven on Fridays: {{URL}}","We grow it. We make it. We bake it. Enjoy an authentic farmers' market, Saturdays from 7AM-1PM.",follower_72,t_525631756725411840,974,0,0,original
"Well done, everyone! {{URL}}","The Atlantic Fall Fair returns to Halifax Exhibition Centre, Oct 6-10 2016. Celebrate agriculture & fisheries in Atlantic Canada!",follower_61,t_743811895895953410,564,0,0,original
"You can buy this beautiful, yet unique work of Meditating Seated Buddha carefully sculpted with original mammoth ivory. Christmas Sale Upto 20% Off Buy Now @ {{URL}} #MammothIvorySculpture #MammothIvory #IvoryAndArt #IvoryAndArt #christmassale #HolidayShopping {{URL}}",I love Art especially Carved legal ivory,seed_0,t_1072036116474150913,11,1,0,original
"You can buy this peaceful, beautiful, yet unique work of Laid Laughing Buddha carefully sculpted with original mammoth ivory. Christmas Sale Upto 20% Off Buy Now @ {{URL}} #MammothIvorySculpture #MammothIvory #IvoryAndArt #ChristmasSale #HolidayShopping {{URL}}",I love Art especially Carved legal ivory,seed_0,t_1075288458686488577,11,1,0,original
oh my gosh. yes. 😍 {{URL}},I buy shit I don’t want to sell it to people that DO want it for more ... so I can buy shit I want.,follower_16,t_484078248436203520,208,0,0,original
RT {{MENTION}}: The first list of National donation points for unwanted Antiques containing Ivory will be published in next weeks editi…,#Vintagesourcer . . #Vintagejewellery . . #20thcenturyQuirk . . #Vintagecollector . . #Northwest . . #UK,follower_68,t_1498398859374075915,131,0,0,original
"Detail from 'Steam and Sail in the Shadows of St. Lawrence Church, Rotterdam"" By Henry Thomas Dawson British, 1841–1918 #rotterdam #thenetherlands #SintLaurenskerk #henrythomasdawson #steamboat #sailboat #harbourscene #ɣrotəɔfsɪntlʌurənskɛr #Cotswolds #Broadwayinthecotswolds {{URL}}",Fine #Art Dealers est.1971. Our #Broadway #Cotswolds & #PimlicoRoad #Belgravia Galleries sell fine 19th-21st C #paintings. 3rd generation #FamilyBusiness,follower_71,t_1496770459806928898,140,0,0,original
RT {{MENTION}}: On set #backingthebid {{MENTION}} #SOT2021✌️ {{URL}},We make beautiful hand painted bespoke pottery using our special reactive glazes. If you love colour you will love us we specialise in bespoke one off pieces,follower_60,t_926499672587423744,588,0,0,original
This sculpture shows a Japanese couple drinking together. #art #mammoth #ivory #netsuke #momothivory #antiques {{URL}} {{URL}},I love Art especially Carved legal ivory,seed_0,t_778656814850273280,11,1,0,original
RT {{MENTION}}: These Are the 14 Watches Our Staff Can’t Live Without {{MENTION}} #vintage #watch #vintagewatches #seiko #omega #timex #hamil…,Vintage uk watch shop established 1973. Specialist watch restoration and sales. Family business⌚ 0207 250 3734 (Also WhatsApp) Info{{MENTION}}.co.uk,following_25,t_1019482763144122369,225,0,0,original
RT {{MENTION}}: COMFY USA Vita Tunic Modal Crepe Stripe Handkerchief Hem Black Ivory NWT XS S {{URL}} {{MENTION}} #clothing #fashion…,"1930s-80s vintage attire, upscale consignment, random kitsch/camp flourishes, mystery novel in progress, food/drink geek, Chicago-based, globally oriented.",follower_40,t_1091498053905850368,68,0,0,original
{{MENTION}} We can’t wait to join you for the last Ally Pally Antiques & Vintage Fair of the year! 👏🏼 {{MENTION}} #ChristmasIsComing,Voted Best London Vintage Fair at #Hampstead #AllyPally #Walthamstow #WiltonsMusicHall #BusinessDesignCentre {{URL}},following_25,t_1194914533690744832,705,0,0,original
✅ : It’s time to talk about the #ivory #trade | #0811RMA #fb | {{URL}},"Online Seller of Antiques, Collectables, Militaria, Coins, Stamps Memorabilia | Dropshipping | Online Stores | Hashtag = #0811RMA",follower_15,t_930574306362265600,57,0,0,original
#Christies #Postwar + #ContemporaryArt sale in #NYC netted $852.9 million -- the highest-ever total for an #auction. {{URL}},"Shop Furniture, Lighting & Design from the 18th to 21st-century from Top Dealers. 1000+ Commission-Free Listings are Posted Weekly with Trade Benefits",follower_49,t_532978858069614592,274,0,0,original
"Meanwhile, the day after tomorrow draws ever nearer. {{URL}}","Author of the BIOFAB science fiction series (Berkley/Macmillan) & THE ELDRIDGE CONSPIRACY. Writer, herder of cats, shepherd of dreams. Bane of child traffickers",follower_24,t_1524390867645177861,1000,0,0,original
"You can buy this gorgeous, yet exotic work of Two Rabbits eating carrot on a wooden plank carefully sculpted with original mammoth ivory. New Year Sale Upto 20% Off Buy Now @ {{URL}} #MammothIvorySculpture #MammothIvory #IvoryAndArt #NewYearSale #HolidayShopping {{URL}}",I love Art especially Carved legal ivory,seed_0,t_1078243338594238464,11,1,0,original
Word of the day: Isobars - learn more here: {{URL}} #sailing #yachting {{URL}} {{URL}},"Your home for learning how to sail, sailing news, and promoting sailing events.",follower_65,t_1000531898743996416,536,0,0,original
"Byzantine #ivory crucifix circa 1360 from #TheMet, banned by CT HB5578,  RT {{MENTION}} {{MENTION}}{{MENTION}} {{URL}}","Opposing CT hb5578,  MA h1275, RI2796 which ban antique ivory.  Save elephants without violating property rights, gun rights, art, history and culture.",seed_r1,t_725486913008885760,2,0,0,original
RT {{MENTION}}: Think you can make people LOL as a career? 🤣 Fancy giving comedy a go? {{MENTION}} has been sharing some his top tips a…,"Printmaker, Artist & Seaswimmer based in Scarborough UK. Also of {{MENTION}} #SBS winner {{MENTION}} ✨",follower_16,t_1370048582481510400,969,0,0,original
"RT {{MENTION}}: Él es mí hijo Mateo, tiene 18. Está grave, internado en coma y en terapia intensiva luego de una intervención quirúrgica…",‏أوليسيس Purge FxF UxU,follower_71,t_1554036488567828480,658,0,0,original
"And when the exemption ends, won't it be wonderful to see all the 200 year old elephants come back to life. Sadly, beautiful items like yours will be destroyed for scrap and meanwhile the hideous trade in modern ivory will continue practically unhindered.",,seed_r1,t_1298987535654252555,47,0,0,original
"You can buy this beautiful work of Lion King Sitting on his den on a wooden plank carefully sculpted with original mammoth ivory.

Christmas Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #ChristmasSale #HolidayShopping {{URL}}",I love Art especially Carved legal ivory,seed_r1,t_1075700602485776385,11,1,0,original
"RT {{MENTION}}: “—coincidentally employing an article & book title of mine, “A Womb With a View”—showed Bruce Willis in a womb-like enclos…","#FBR Pre/Perinatal Psychologist, Ecoactivist; Author of Planetmates; Psychology of Apocalypse, Funny God; Who To Be; Falls from Grace; 8 more at {{URL}}",follower_32,t_1544104822764294145,169,0,0,original
"Check out our new arrivals Fossil walrus teeth, tusk & ancient ivory artifact pieces added to our website. #scrimshaw {{URL}}","Scrimshaw Gallery is home of the most complete selection of nautical art, scrimshaw, paintings and prints, knives, sculptures and other maritime collectibles.",follower_53,t_306893899027341315,100,0,0,original
The making of a ‘Ming Man’ ...happy Sunday everyone {{URL}},BBC TV Presenter - Antiques Broker - Speaker - Artist - Auctioneer. New Antiques Channel on YouTube: {{URL}},following_39,t_1261922680825151488,234,0,0,original
More & more stockists are popping up in the UK. #bladefixers #plasterboardfixings putting the rest in the shade like an #Eclipse2017 {{URL}},The only multi screw plasterboard fixing on the market and probably the worlds strongest .Watch the full install video here {{URL}},follower_58,t_899514837851570176,280,0,0,original
{{MENTION}} You probably get the odd sparrowhawk in the garden like we do. That's the other possibility.,"Art, book, photography, music, wildlife, countryside, iMac and beauty lover. MS and trigeminal neuralgia. What doesn't kill you makes you stronger. Utter cr**.",follower_48,t_635129100630368256,746,0,0,original
Benjamin Netanyahu moved the political dial firmly to the right during his tenure as Israel's longest-serving prime minister. But journalists such as {{MENTION}}_Matar say a new coalition government is unlikely to change the tone or policies in Israeli politics. He joins us at 9:30 a.m.,Hosted by {{MENTION}}. Tune in to CBC Radio One at 8:30 am (9 am NT) Monday to Friday. This account is updated by staff. #cbcthecurrent,following_38,t_1401865034402304005,249,0,0,original
"RT {{MENTION}}: Yvon [Pierre Yves Petit, 1886-1969] : Gargoyle atop Notre Dame {{URL}}","Freelance photographer/writer. Love coffee/tea, theatre, travel, guitar, yoga, vegan, music, color, poetry, art, NYC, France. Living life makes me happy. ☮",follower_67,t_495725546534621184,324,0,0,original
Give {{MENTION}}_newinn a follow ⭐️ {{URL}},"We sell vintage & new industrial and maritime lighting, and maritime collectibles. Shop online or come see us at 14 Lostwithiel Street, Fowey, Cornwall.",follower_66,t_1377717551770316802,391,0,0,original
{{MENTION}} {{MENTION}} Love it,Auctioneer and Valuer at {{MENTION}} BBC Antiques Road Trip expert Specialising in Jewellery 💍 Based in Wiltshire Contact: izzie{{MENTION}}.co.uk,follower_103,t_1431317422141808643,178,0,0,original
"RT {{MENTION}}: Italy’s daily death toll from covid-19 fell for 2nd successive day, to 756 yesterday. But Spain's daily death rate reached a re…",,follower_72,t_1244553810212683776,488,0,0,original
Very cheery #Japanese Carved Wooden #Sweet #cake Mould {{URL}} {{URL}},"North Park Interiors - Antiques, Interiors, Objects and Art",follower_10,t_805476220649504768,937,0,0,original
"HB5578 fails to pass due to the efforts of hundreds of CT collectors, dealers, auctioneers, appraisers and institutions. FACTS WIN! #ctnews","Opposing CT hb5578, MA h1275, RI2796 which ban antique ivory. Save elephants without violating property rights, gun rights, art, history and culture.",follower_119,t_728206152740290563,2,0,0,original
RT {{MENTION}}: WARNING: make certain the ballot you fill out is the same as the ballot that is reflected in the voting machine...some ma…,★ Writer ★ Artist {{URL}} ★ Visit my #Etsy shop for unique #vintage & #antique items {{URL}} ★ DMs ignored,follower_58,t_1056000779360854017,695,0,0,original
RT {{MENTION}}: The lion #Lion #Wildlife #Art {{URL}},"I love color and shapes and more I've just cultivated a passion for all that is pearl, stone or bead. #handmadejewelry #tizianat #etsy #etsyseller",follower_13,t_1186711254062260224,795,0,0,original
Superb Polished Silver-Toned Bangle Bracelet Listed by #EtsyGifts #10thAnniversary #Jewelry #Glam {{URL}} {{URL}},"I'm a Northern California based designer/crafter into jewelry, fashion, home decor, and most trendy things.",follower_19,t_1014195438046466048,602,0,0,original
RT {{MENTION}}: Amazed vote 68% against destroying ivory. GB public shows more sense than those making regulations which they think wi…,"Auctioneer & Valuer {{MENTION}} Passionate about Medals, Militaria and Silver.",follower_16,t_448955036408627200,88,0,0,original
{{MENTION}} {{MENTION}} How rude. 18. I wish.,"Owner {{MENTION}} Auctioneers & Valuers. Usually found on the rostrum, in my garden or on the telly {{MENTION}} Smiles a lot.",follower_26,t_1005512509053456384,55,0,0,original
17th cen English #oak finely carved #Angel. Amazing and detailed carving. See more at: {{URL}} {{URL}},"Antique Lover, Dealer, Co-Owner of period oak antiques, one of the premier dealers in #Antique early #oakfurniture and works of Art in England",following_2,t_367590429484515328,365,0,0,original
RT {{MENTION}}: #pineapple #lularoe #drinks #starbucks {{URL}} #etsymntt {{URL}},Selling Vintage Postcards and coins from all over the world! Follow my Etsy store on FB as well {{URL}},following_25,t_771845373514113024,290,0,0,original
We love working Sundays when we have so much fun hosting a birthday chocolate making party ! Great work girls !,lewes chocolate company a good place for chocolate!,follower_32,t_234672293459152896,226,0,0,original
"{{MENTION}} Discounted tickets on sale now. Main ring displays,showjumping, cattle parade, motorbike team. Perfect reason to visit surrey",Edenbridge & Oxted show is a traditional country show on the August Bank Holiday weekend. A great family day out!,follower_66,t_234280297208889344,513,0,0,original
"#Travelalert Due to a vehicle breakdown, sadly, the 10:20 29 service from Salisbury to Shaftesbury has been cancelled. We greatly apologise for any inconvenience caused. ^OM",Salisbury‘s award-winning local bus service. Support Monday to Friday 8am to 6:30pm. Part of {{MENTION}}.,follower_3,t_1146359795827519488,990,0,0,original
top destination for all social media users and managers {{URL}},From trending post to viral video we make it happen. Go viral with our game changing #socialmediamarketing services. #smmpanel #socialmedia #allmarketingtrends,following_29,t_1196625521280372737,138,0,0,original
{{MENTION}} {{MENTION}}_bot {{MENTION}} True story.,"Antiques buyer, handling antiques logistics for designers, private or business clients. Pragmatic heritage furnishing solutions. Antiquesy tweets & chat.",follower_39,t_951458331650125827,1043,0,0,original
Do You Have a Tourism Strategy? We had the chance to chat to tourism consultant David Mora ({{MENTION}}_Mora) from Emoturismo about bout tourism and his expertise towards tourism strategies. #tourism #strategy #business #profiletree #northernireland travel {{URL}},"Helping build your brand online.#ContentMarketing via video-written-audio and a little magic Love #SocialMedia, #SEO & Web {{URL}}",following_25,t_1425879786694582274,288,0,0,original
"RT {{MENTION}}: {{MENTION}}_Mojica Haremos un sector más competitivo con modernización del transporte, renovación de unidades y la eliminación …",Por la utopía,follower_7,t_587782441386950657,281,0,0,original
🔄 🇩️ 🇰️:86 #Kayserispor takımında SİLVESTRE VARELA oyundan çıkarken yerine ASAMOAH GYAN girdi. {{URL}},Kayserispor ile ilgili en güncel en taze haberler,following_10,t_1059058688718184448,1065,0,0,original
"This listing is for two sets of jewelry, for both mothers of the groom and the bride. Both sterling {{URL}}",{{URL}},follower_17,t_560012924597850112,676,0,0,original
УФАС постановило оштрафовать Sunlight за обман! {{URL}},"Do not be like Philip Kirkorov, visit my blog: {{URL}}",follower_67,t_675091007592075265,181,0,0,original
"These fine chenets are notable for their large size, making them a statement addition to any luxurious interior. {{URL}} {{URL}}","Prestigious London gallery in the heart of Mayfair, dealing in a diverse range of 19th century antiques and artworks.",follower_35,t_880803354221400065,227,0,0,original
Former Watchdog presenter Lynn Faulds Wood dies aged 72 {{URL}},⭐Journalist. TV Producer. Vintage Retailer⭐BBC. Channel 4. Cosmo. Eve. Daily Mail. New Woman. Telegraph. Vogue⭐MD {{MENTION}}⭐Co-Owner {{MENTION}},follower_117,t_1253696114437566464,414,0,0,original
"RT {{MENTION}}: По оценкам западной разведки, Россия окончательно потеряла инициативу в битве за Донбасс и ей не удастся захватить регион д…",,follower_91,t_1552589133033476097,805,0,0,original
{{MENTION}} {{MENTION}} {{MENTION}} {{MENTION}} {{MENTION}}_Madrid {{MENTION}} Muchas gracias compañer{{MENTION}} ¡un abrazo virtual desde aquí!,"El Museo Lázaro Galdiano exhibe las colecciones artísticas de José Lázaro. Más de 12.000 piezas, desde joyas antiguas hasta lienzos de Goya #Madrid #museo #arte",following_20,t_1355086767175700480,811,0,0,original
Antiques Atlas - Antique Royal Worcester Blush Ivory Vase And Cover {{URL}} via {{MENTION}},THE HOME OF FINE ANTIQUES. Established in 1985 David Wolfenden Antiques Ireland (02894429498) {{URL}},seed_r1,t_1318180820381847554,25,0,0,original
RT {{MENTION}}: Did you know that we have our own stargazing platform? Trout Point #wilderness lodge is home to some of the best starg…,North American Traveller takes you on travel Adventures 🌎 #nature #wildlife #greatoutdoors,follower_113,t_1007617776067006464,275,0,0,original
Enjoy the day everyone! {{URL}},"Author, writer, CEO, entrepreneur, (My Flower Bag) Blogger, animal lover. #author #realist #salvage #collectibles #pickers #turntrash2 #How-to",follower_56,t_1550100641548206080,432,0,0,original
I’m not a top but I would for Justin. 😍😋😂 #DirtyThought #fake {{URL}},"I love Danny Miller, Eurovision & horror films My dream is to become a travel vlogger please help me with my surgery costs {{URL}}",following_41,t_1398550856442728455,331,0,0,original
"""Modern meets ancient, sculpture wears artefacts, cabinet becomes curiosity!"" Joan Lennon {{URL}} {{URL}}","The History Girls are 28 top writers of historical fiction for YA, MG and adult readers, who blog daily.",follower_61,t_373366833765576704,213,0,0,original
"RT {{MENTION}}: ""We are not going to complicate our clients with things that we do not control well,"" one asset manager said. #Cryptocurrencies…",,follower_35,t_1398573338059063298,141,0,0,original
You can buy this wonderful Chinese Philosopher Confucius Figurine holding a sword carefully sculpted with mammoth ivory. Christmas Sale Upto 20% Off Buy Now @ {{URL}} #MammothIvorySculpture #MammothIvory #IvoryAndArt #IvoryAndArt #christmassale #HolidayShopping {{URL}},I love Art especially Carved legal ivory,seed_0,t_1073474756672778240,11,1,0,original
RT {{MENTION}}: Velázquez inédito sale a la venta en España a través de {{MENTION}} Todo en #TheArtMarketJournal semanal ¡Suscríbete! h…,"Historiadora del arte, especializada en antigüedades y tasadora de obras de arte.",follower_62,t_851427872329924608,176,0,0,original
Have you car seats recovered but Eastbourne Upholstery service. {{URL}},"Eastbourne Upholstery Service. Car Seats repaired or recovered, Classic, Vintage or modern cars, Domestic Upholstery, Boats Vans, motor bike seats etc.",follower_55,t_647528059382403072,265,0,0,original
RT {{MENTION}}: Bryson DeChambeau DROVE THE GREEN at the #RyderCup 😳 (via {{MENTION}}) {{URL}},"“...but the dreamers of the day are dangerous men, for they may act their dreams with open eyes, to make it possible...” -TE Lawrence",following_5,t_1442195276241018884,593,0,0,original
RT {{MENTION}}: Reminder that the guy who did all the sh*t you heard about today also never paid his taxes and when we asked to see them sa…,"#FBR Pre/Perinatal Psychologist, Ecoactivist; Author of Planetmates; Psychology of Apocalypse, Funny God; Who To Be; Falls from Grace; 8 more at {{URL}}",follower_32,t_1541869962427392000,169,0,0,original
"Exquisite French #ivory fan circa 1850, banned under hb5578 RT {{MENTION}}  {{MENTION}} {{MENTION}}{{MENTION}} {{URL}}","Opposing CT hb5578,  MA h1275, RI2796 which ban antique ivory.  Save elephants without violating property rights, gun rights, art, history and culture.",seed_r1,t_726582889379418112,2,0,0,original
Ai Weiwei goes Gangnam to mock Beijing {{URL}},"This account is no longer active. Follow {{MENTION}} for art world news, features and reviews from {{MENTION}}.",following_31,t_261394447433089024,193,0,0,original
Stylish! Stella Rubin #Antiques offers these antique #quilts and more at {{MENTION}}: {{URL}} {{URL}},"For more than 60 years, Antique Trader has been inspiring, informing and entertaining the collecting community. Visit us at {{URL}}",follower_37,t_751405821318213632,200,0,0,original
RT {{MENTION}}_AndyO: Has your business changed its direction? Why not change your #website too? {{URL}} #bizitalk #bizrt #biz ...,Countrystyle - handmade in the UK.,follower_55,t_271700992603586560,941,0,0,original
I just asked the {{MENTION}} President - Will you protect #LGBT ppl in Russia? Send him an email now: {{URL}},"The History Girls are 28 top writers of historical fiction for YA, MG and adult readers, who blog daily.",follower_61,t_385128665719132160,213,0,0,original
Gleaner or Gladiator: The struggle to CREATE now back in print {{URL}} {{URL}},"Queensland artist/author who loves creative spirit. Fascinated by art and nature, I explore, create and write about the mindful journey of the artist.",following_32,t_708581704034680832,498,0,0,original
#coin #coinage #collect #coins #silver #ebay 2011 Cased Set of 3 1oz Silver Proof Coins (Britannia) {{URL}} via {{MENTION}}_UK,"Dealers in Antiques, Silver, Jewellery, Collectables and more... All serious offers considered and we also offer free UK delivery on all items 😀🇬🇧",follower_71,t_920566211771060224,675,0,0,original
Happy Friday ! Cheers to the weekend loading!….. #HappyTGIF #EnjoyYourWeekend #TravelGalSuz {{URL}},"Making your #travel dreams come true! #TravelAgent in #Halifax. Mom, world traveller, dog lover, enjoys a glass of wine in exotic locations 902-817-7897",follower_95,t_1532705756222476288,580,0,0,original
This beauty fitted is the first of two this is the Ivory stovax Huntingdon 28 #stovax #chislehurst #kent #woodburners #multifuel #cosyfires {{URL}},Cosy Fires is the leading company for installations of wood burning multi fuel stoves offering the complete package. chimney sweeping service to,seed_r1,t_925118610036658179,34,0,0,original
Chilli & Bubbles Have & To Hold Loving Cup {{URL}} {{URL}},We are independent business people running a Clothes Label and gift business online,following_18,t_1130858379059113984,297,0,0,original
"Mary Hoffman on seven ""lost princes"" - the golden boys who would have been kings if fate hadn't intervened: {{URL}}","The History Girls are 28 top writers of historical fiction for YA, MG and adult readers, who blog daily.",follower_61,t_374145664575602688,213,0,0,original
